"Symbol","trade_date","close_price","volume","daily_return_pct","ma_7day","ma_30day"
"AAPL","2024-06-07","195.56","53103900","1.15","192.86","184.90"
"GOOGL","2024-06-07","173.15","19661400","-1.46","172.72","170.66"
"AMZN","2024-06-07","184.30","28021500","-0.32","180.57","183.19"
"TSLA","2024-06-07","177.48","56244900","0.77","176.91","177.54"
"META","2024-06-06","490.86","10667300","0.16","475.97","463.31"
"GOOGL","2024-06-06","175.40","23251000","0.47","172.92","170.04"
"NVDA","2024-06-06","120.94","664696000","-2.46","115.63","97.82"
"MSFT","2024-06-06","419.81","14861300","0.12","414.93","410.42"
"TSLA","2024-06-06","177.94","69887000","1.91","176.72","177.30"
"AAPL","2024-06-06","193.17","41181800","-0.62","191.92","184.00"
"AMZN","2024-06-06","185.00","31371200","1.79","180.25","182.84"
"GOOGL","2024-06-05","174.09","22068500","0.12","172.88","169.46"
"NVDA","2024-06-05","122.38","528402000","3.44","114.62","96.45"
"MSFT","2024-06-05","419.31","16988000","1.48","415.75","409.89"
"AAPL","2024-06-05","194.55","54156800","0.24","191.28","183.15"
"AMZN","2024-06-05","181.28","32116400","0.66","179.84","182.56"
"TSLA","2024-06-05","175.00","57953800","-0.20","176.55","176.77"
"META","2024-06-05","492.15","15690500","2.19","474.01","463.31"
"AAPL","2024-06-04","193.04","47471400","-0.15","190.45","182.18"
"MSFT","2024-06-04","411.46","14348900","0.88","416.62","409.32"
"AMZN","2024-06-04","179.34","27198400","0.96","179.77","182.50"
"NVDA","2024-06-04","116.38","403324000","0.62","112.34","95.11"
"TSLA","2024-06-04","174.77","60056300","-0.01","177.16","175.76"
"GOOGL","2024-06-04","172.49","26879600","0.29","172.82","168.90"
"META","2024-06-04","474.18","7088700","0.00","471.62","463.34"
"TSLA","2024-06-03","176.29","68568900","-1.03","177.01","174.67"
"META","2024-06-03","474.68","11279400","1.41","470.03","463.50"
"AMZN","2024-06-03","178.34","30786600","0.36","180.01","182.43"
"GOOGL","2024-06-03","171.87","27459100","0.37","172.78","168.32"
"MSFT","2024-06-03","408.93","17484700","-0.48","418.16","408.80"
"NVDA","2024-06-03","114.94","438392000","1.21","110.53","93.88"
"AAPL","2024-06-03","192.72","50080500","0.59","189.39","181.23"
"NVDA","2024-05-31","109.58","613263000","-2.57","107.67","92.59"
"MSFT","2024-05-31","410.53","47995300","-0.39","420.57","408.30"
"META","2024-05-31","464.08","16919800","0.22","468.65","463.62"
"TSLA","2024-05-31","178.08","67314600","-0.24","177.56","173.69"
"GOOGL","2024-05-31","171.21","37638900","0.37","173.24","167.68"
"AAPL","2024-05-31","190.95","75158300","0.42","188.94","180.26"
"AMZN","2024-05-31","176.44","58903900","-1.04","180.69","182.30"
"AMZN","2024-05-30","179.32","29184700","-1.10","181.65","182.40"
"META","2024-05-30","464.30","10719600","-0.98","468.34","464.78"
"TSLA","2024-05-30","178.79","77618400","0.12","178.77","172.76"
"AAPL","2024-05-30","190.00","49889100","0.28","188.96","179.42"
"MSFT","2024-05-30","410.07","28394500","-2.27","422.53","407.92"
"GOOGL","2024-05-30","170.82","22931500","-1.76","174.00","167.14"
"NVDA","2024-05-30","110.44","484553000","-3.62","105.64","91.76"
"GOOGL","2024-05-29","174.58","23388700","0.27","174.68","166.59"
"TSLA","2024-05-29","176.19","54782600","1.15","178.23","171.98"
"MSFT","2024-05-29","424.41","15517100","0.82","424.04","407.80"
"NVDA","2024-05-29","114.77","557442000","1.57","103.39","90.88"
"AMZN","2024-05-29","182.02","32009300","0.18","182.26","182.46"
"META","2024-05-29","471.57","9226200","-0.06","468.59","465.67"
"AAPL","2024-05-29","189.01","53068000","0.36","188.92","178.64"
"NVDA","2024-05-28","113.84","652728000","3.32","100.20","89.97"
"META","2024-05-28","477.10","10175800","0.70","468.24","466.52"
"GOOGL","2024-05-28","175.08","20572200","1.12","174.70","165.88"
"MSFT","2024-05-28","425.55","15718000","0.16","422.77","407.29"
"AAPL","2024-05-28","188.71","52280100","-0.79","188.86","177.94"
"TSLA","2024-05-28","176.75","59736600","0.20","178.41","171.34"
"AMZN","2024-05-28","182.15","29927000","1.23","182.64","182.51"
"AMZN","2024-05-24","180.75","27471600","-0.50","182.85","182.55"
"META","2024-05-24","475.41","12024300","2.27","467.29","467.19"
"TSLA","2024-05-24","179.24","65584500","2.52","178.13","170.83"
"MSFT","2024-05-24","425.39","11855300","0.70","421.45","406.72"
"GOOGL","2024-05-24","173.68","16579400","0.01","174.39","165.16"
"NVDA","2024-05-24","106.41","429494000","1.93","97.41","89.04"
"AAPL","2024-05-24","188.70","36327000","0.61","188.84","177.36"
"AAPL","2024-05-23","185.62","51005900","-2.15","188.80","176.91"
"MSFT","2024-05-23","422.27","17211700","-1.38","420.45","406.42"
"AMZN","2024-05-23","181.05","33670200","-1.42","183.60","182.73"
"GOOGL","2024-05-23","172.25","21024900","-1.99","174.04","164.59"
"NVDA","2024-05-23","103.75","835065000","1.74","95.72","88.43"
"META","2024-05-23","463.04","11747900","-1.50","467.76","468.30"
"TSLA","2024-05-23","173.74","71975500","-4.43","177.38","170.56"
"AMZN","2024-05-22","183.13","28148800","-0.41","184.46","183.00"
"GOOGL","2024-05-22","175.06","17880000","-0.15","173.58","164.13"
"META","2024-05-22","465.03","10078600","-0.02","468.62","470.21"
"MSFT","2024-05-22","425.75","18073700","0.10","418.87","406.43"
"AAPL","2024-05-22","189.61","34648500","-0.71","188.88","176.51"
"NVDA","2024-05-22","94.90","548648000","-0.53","93.94","87.99"
"TSLA","2024-05-22","180.11","88313500","-1.50","177.93","170.59"
"AMZN","2024-05-21","183.15","50839100","0.47","184.95","183.09"
"GOOGL","2024-05-21","176.52","16989400","0.54","172.55","163.46"
"NVDA","2024-05-21","95.34","328946000","1.91","93.29","87.72"
"AAPL","2024-05-21","191.05","42309400","0.66","188.23","175.73"
"MSFT","2024-05-21","424.28","21453300","0.52","416.39","406.16"
"TSLA","2024-05-21","186.60","115266500","6.32","176.75","170.31"
"META","2024-05-21","461.90","11742200","-0.53","468.66","471.93"
"NVDA","2024-05-20","94.73","318764000","1.10","92.51","87.39"
"AAPL","2024-05-20","189.75","44361300","0.90","186.91","174.98"
"AMZN","2024-05-20","183.54","30511800","-0.43","185.57","183.18"
"MSFT","2024-05-20","420.62","16272100","1.22","414.27","406.05"
"TSLA","2024-05-20","174.95","61727400","-1.47","174.16","169.99"
"GOOGL","2024-05-20","175.59","22554400","0.41","171.25","162.75"
"META","2024-05-20","466.08","11745100","-0.24","470.30","473.66"
"META","2024-05-17","469.13","10807300","0.23","471.23","475.33"
"NVDA","2024-05-17","92.43","359691000","-2.00","91.64","87.14"
"AAPL","2024-05-17","188.59","41282900","0.19","185.95","174.22"
"GOOGL","2024-05-17","174.74","24479300","1.08","170.26","162.02"
"MSFT","2024-05-17","415.55","15352200","-0.55","412.32","406.00"
"TSLA","2024-05-17","177.46","77445800","2.25","173.74","169.92"
"AMZN","2024-05-17","184.70","33175700","0.51","186.42","183.23"
