"Symbol","trade_date","close_price","volume","daily_return_pct","ma_7day","ma_30day"
"TSLA","2025-03-27","273.13","162572100","0.24","261.79","282.23"
"AMZN","2025-03-27","201.36","27317700","0.23","199.74","206.61"
"AMZN","2025-03-26","201.13","32855300","-2.29","198.52","207.53"
"MSFT","2025-03-26","387.89","16108400","-1.27","387.58","393.21"
"NVDA","2025-03-26","113.74","293463300","-4.19","117.84","122.49"
"GOOGL","2025-03-26","164.61","28901600","-2.33","164.50","171.27"
"TSLA","2025-03-26","272.06","153629800","-3.75","254.96","284.35"
"META","2025-03-26","609.60","12609800","-2.23","599.33","643.17"
"AAPL","2025-03-26","220.78","34466100","-0.89","217.30","230.22"
"META","2025-03-25","624.90","15312500","-0.07","598.47","646.77"
"MSFT","2025-03-25","393.05","15775000","0.31","387.40","393.90"
"AAPL","2025-03-25","222.99","34493600","1.35","216.23","230.59"
"TSLA","2025-03-25","288.14","150361500","1.60","250.10","286.23"
"AMZN","2025-03-25","205.71","31171200","1.04","197.75","208.59"
"GOOGL","2025-03-25","170.09","24174400","0.94","164.39","171.94"
"NVDA","2025-03-25","120.67","167447200","0.12","118.67","123.13"
"AAPL","2025-03-24","219.98","44299500","-0.12","214.77","230.72"
"AMZN","2025-03-24","203.26","41625400","1.63","196.64","209.50"
"GOOGL","2025-03-24","167.22","30879100","0.37","163.66","172.46"
"META","2025-03-24","617.45","15741300","0.63","595.80","649.78"
"NVDA","2025-03-24","121.39","228452500","1.28","118.81","123.55"
"MSFT","2025-03-24","390.98","21004500","-0.59","386.47","394.44"
"TSLA","2025-03-24","278.39","169079900","7.87","244.65","288.31"
"NVDA","2025-03-21","117.68","266498500","0.65","117.97","123.83"
"META","2025-03-21","594.90","25015900","2.20","591.70","652.94"
"AAPL","2025-03-21","217.53","94127800","3.17","213.20","230.94"
"TSLA","2025-03-21","248.71","132728700","5.84","239.26","291.09"
"GOOGL","2025-03-21","163.54","36625800","1.72","162.96","173.04"
"AMZN","2025-03-21","196.21","60056900","1.72","195.30","210.36"
"MSFT","2025-03-21","389.17","39675900","2.10","384.43","394.96"
"MSFT","2025-03-20","384.78","18470500","0.29","383.30","395.75"
"AMZN","2025-03-20","194.95","38921100","0.97","195.68","211.78"
"NVDA","2025-03-20","118.51","248829700","1.70","117.69","124.20"
"TSLA","2025-03-20","236.26","99028300","1.25","239.17","295.27"
"AAPL","2025-03-20","213.37","48862900","0.05","213.01","231.43"
"META","2025-03-20","584.68","24336500","0.56","594.95","656.77"
"GOOGL","2025-03-20","162.35","28138500","0.76","163.41","173.95"
"META","2025-03-19","582.74","20537500","-0.04","597.68","660.70"
"AMZN","2025-03-19","195.54","39442900","1.12","195.92","213.16"
"NVDA","2025-03-19","117.50","273426200","0.21","116.30","124.41"
"AAPL","2025-03-19","214.51","54385400","0.48","213.97","232.03"
"GOOGL","2025-03-19","163.44","34275600","1.32","163.58","174.89"
"TSLA","2025-03-19","235.86","111993800","1.83","238.36","300.00"
"MSFT","2025-03-19","385.75","19185500","0.59","382.39","396.60"
"TSLA","2025-03-18","225.31","111477600","-1.25","236.40","305.22"
"GOOGL","2025-03-18","160.23","42074800","-1.84","163.87","176.30"
"META","2025-03-18","581.05","20297700","-2.95","599.59","664.68"
"NVDA","2025-03-18","115.41","299686900","-2.18","114.79","124.45"
"AMZN","2025-03-18","192.82","40414900","0.16","195.77","214.71"
"MSFT","2025-03-18","381.47","19486900","-0.92","381.30","397.39"
"AAPL","2025-03-18","211.97","42432400","-0.69","215.71","232.61"
"AMZN","2025-03-17","195.74","47341800","-1.52","196.69","216.20"
"TSLA","2025-03-17","238.01","111900600","-2.88","241.74","310.50"
"AAPL","2025-03-17","213.27","48073400","0.32","219.47","233.11"
"MSFT","2025-03-17","386.63","22474300","0.52","382.69","398.27"
"NVDA","2025-03-17","119.51","255501500","-2.62","114.40","124.49"
"META","2025-03-17","603.54","15473900","-0.42","605.68","668.48"
"GOOGL","2025-03-17","163.84","31184300","-0.45","165.72","177.64"
"MSFT","2025-03-14","386.49","19952800","2.31","383.86","399.11"
"META","2025-03-14","606.23","12364500","0.80","608.88","671.27"
"AMZN","2025-03-14","197.95","38096700","0.27","197.40","217.59"
"TSLA","2025-03-14","249.98","100242300","1.08","245.37","316.05"
"AAPL","2025-03-14","212.76","60107600","1.06","222.51","233.83"
"NVDA","2025-03-14","121.65","277593500","2.58","113.12","124.51"
"GOOGL","2025-03-14","165.03","31995900","1.36","166.84","178.95"
"TSLA","2025-03-13","240.68","114813500","-3.00","249.53","321.06"
"AMZN","2025-03-13","193.89","41270800","-2.16","198.89","218.82"
"MSFT","2025-03-13","376.75","20473000","-1.15","385.63","399.96"
"AAPL","2025-03-13","208.97","61368300","-2.90","225.68","234.62"
"NVDA","2025-03-13","115.56","299033100","-1.24","112.49","124.60"
"META","2025-03-13","588.78","16480300","-4.77","615.77","673.89"
"GOOGL","2025-03-13","162.31","31756200","-1.98","167.88","180.12"
"NVDA","2025-03-12","115.72","323857500","1.42","112.55","124.87"
"GOOGL","2025-03-12","166.65","28372400","0.32","169.02","181.20"
"MSFT","2025-03-12","381.23","24253600","0.08","387.03","402.04"
"META","2025-03-12","617.61","15747000","-1.64","622.80","676.74"
"AAPL","2025-03-12","216.24","62547500","-1.44","229.41","235.60"
"TSLA","2025-03-12","248.09","142215700","0.35","254.01","326.01"
"AMZN","2025-03-12","198.89","43679300","-0.91","200.30","220.26"
"GOOGL","2025-03-11","163.59","39587400","-0.53","168.97","182.12"
"AMZN","2025-03-11","196.59","54002900","1.39","201.18","221.56"
"TSLA","2025-03-11","230.58","174896400","2.34","259.23","331.01"
"MSFT","2025-03-11","378.42","30380200","0.38","387.77","404.13"
"META","2025-03-11","603.81","17401500","1.79","627.85","678.56"
"AAPL","2025-03-11","220.09","76137400","-1.33","232.41","236.30"
"NVDA","2025-03-11","108.73","354865700","1.65","112.31","125.32"
"META","2025-03-10","596.11","21999900","-1.66","636.75","680.36"
"NVDA","2025-03-10","106.95","366487400","-2.66","114.61","125.64"
"AMZN","2025-03-10","194.54","62350900","-0.54","203.42","222.86"
"AAPL","2025-03-10","226.70","72071200","-3.42","235.40","236.59"
"MSFT","2025-03-10","378.13","32840100","-1.47","390.12","405.90"
"TSLA","2025-03-10","222.15","189076900","-12.03","268.15","336.56"
"GOOGL","2025-03-10","165.41","43604000","-1.42","169.84","183.04"
"AMZN","2025-03-07","199.25","59802800","-0.12","205.45","224.20"
"AAPL","2025-03-07","238.26","46273600","1.68","236.80","236.42"
"GOOGL","2025-03-07","173.18","27385800","1.52","170.18","184.17"
"TSLA","2025-03-07","262.67","102369600","1.29","276.69","342.71"
"NVDA","2025-03-07","112.66","341755500","1.29","116.50","126.83"
"META","2025-03-07","623.69","21375700","0.05","645.33","682.00"
"MSFT","2025-03-07","391.21","22034100","0.25","391.88","407.98"
"AMZN","2025-03-06","200.70","49863800","-1.81","207.61","225.41"
"MSFT","2025-03-06","394.77","23304600","0.66","392.79","409.73"
"AAPL","2025-03-06","234.53","45170400","0.38","236.98","235.90"
"NVDA","2025-03-06","110.54","321181900","-2.61","119.15","127.98"
"META","2025-03-06","625.96","13446500","-3.10","652.17","682.36"
"GOOGL","2025-03-06","171.68","28302000","1.07","170.02","184.98"
"TSLA","2025-03-06","263.45","98451600","-3.16","280.71","347.70"
"MSFT","2025-03-05","398.88","23433100","3.00","392.93","411.33"
"GOOGL","2025-03-05","172.35","30954900","1.47","170.46","185.84"
"META","2025-03-05","654.41","13770000","2.41","656.38","682.21"
"AAPL","2025-03-05","234.94","47227600","0.14","238.65","235.51"
"TSLA","2025-03-05","279.10","94042900","2.26","286.33","352.75"
"NVDA","2025-03-05","117.27","284337900","-0.24","121.44","129.19"
"AMZN","2025-03-05","208.36","38610100","1.74","209.34","226.55"
"MSFT","2025-03-04","386.54","29342900","1.36","393.36","412.21"
"NVDA","2025-03-04","115.96","398163300","4.83","123.30","129.98"
"AAPL","2025-03-04","235.13","53798100","-0.75","240.27","235.07"
"META","2025-03-04","637.99","21495200","-0.85","658.04","680.89"
"AMZN","2025-03-04","203.80","60853100","1.84","209.96","227.30"
"GOOGL","2025-03-04","170.25","45388000","2.82","171.35","186.67"
"TSLA","2025-03-04","272.04","126706600","0.41","293.68","357.58"
"GOOGL","2025-03-03","166.36","40770500","-2.86","172.59","187.50"
"TSLA","2025-03-03","284.65","115551400","-5.22","303.07","362.73"
"NVDA","2025-03-03","114.03","411381400","-7.65","125.93","130.70"
"META","2025-03-03","652.99","10843800","-2.77","664.24","679.98"
"MSFT","2025-03-03","386.42","23007700","-2.59","396.14","413.53"
"AMZN","2025-03-03","205.02","42948400","-3.90","211.78","228.03"
"AAPL","2025-03-03","237.22","47184000","-1.56","241.63","234.86"
"AMZN","2025-02-28","212.28","51771700","1.74","214.33","228.56"
"GOOGL","2025-02-28","169.62","48130600","0.95","175.09","188.36"
"MSFT","2025-02-28","394.87","32845700","1.10","400.07","414.69"
"NVDA","2025-02-28","124.89","389091100","5.85","129.65","131.35"
"TSLA","2025-02-28","292.98","115697000","4.82","313.04","367.04"
"AAPL","2025-02-28","241.02","56833400","2.06","242.74","234.53"
"META","2025-02-28","666.10","17534200","1.54","669.91","678.53"
"TSLA","2025-02-27","281.95","101748200","-3.16","322.69","371.55"
"GOOGL","2025-02-27","167.84","39991000","-3.16","177.22","189.20"
"MSFT","2025-02-27","390.44","21127400","-2.18","402.48","415.64"
"META","2025-02-27","656.17","12500000","-3.55","674.98","676.83"
"AMZN","2025-02-27","208.74","40548600","-4.40","216.38","228.93"
"NVDA","2025-02-27","120.12","443175800","-11.00","131.69","131.73"
"AAPL","2025-02-27","236.49","41153600","-0.88","243.18","234.39"
"META","2025-02-26","671.58","14488700","2.13","683.25","674.70"
"AMZN","2025-02-26","214.35","39120600","-0.27","218.94","229.23"
"MSFT","2025-02-26","397.60","19619000","0.43","404.79","416.38"
"NVDA","2025-02-26","131.24","322553800","0.99","134.44","132.11"
"AAPL","2025-02-26","239.54","44433600","-1.62","244.20","234.25"
"GOOGL","2025-02-26","172.06","35431300","-1.34","179.39","189.91"
"TSLA","2025-02-26","290.80","100118300","-4.25","333.00","375.36"
"AMZN","2025-02-25","212.80","58958000","0.55","220.99","229.36"
"TSLA","2025-02-25","302.80","134228800","-7.41","342.29","379.11"
"MSFT","2025-02-25","395.78","29387400","-0.80","405.91","416.93"
"META","2025-02-25","655.43","20579700","-1.27","692.22","672.53"
"NVDA","2025-02-25","126.60","271428700","-2.58","135.52","132.18"
"GOOGL","2025-02-25","174.74","41913400","-1.47","181.17","190.51"
"AAPL","2025-02-25","246.20","48013300","-0.39","244.80","234.04"
"NVDA","2025-02-24","130.24","251381100","-4.60","136.76","132.49"
"TSLA","2025-02-24","330.53","76052300","-2.25","349.88","382.17"
"META","2025-02-24","666.03","15677000","-2.64","702.34","671.15"
"MSFT","2025-02-24","401.85","26443700","-1.10","407.59","417.60"
"AAPL","2025-02-24","246.26","51326400","0.89","244.02","233.69"
"AMZN","2025-02-24","212.71","42387600","-2.18","223.50","229.57"
"GOOGL","2025-02-24","178.55","29854200","-1.51","182.70","191.06"
"META","2025-02-21","681.40","15660400","-1.87","710.49","669.24"
"NVDA","2025-02-21","134.39","228217600","-4.01","136.88","132.82"
"AMZN","2025-02-21","216.58","55323900","-3.00","225.82","229.88"
"AAPL","2025-02-21","244.71","53197400","-0.16","242.56","233.54"
"TSLA","2025-02-21","337.80","74058600","-4.43","350.74","384.32"
"GOOGL","2025-02-21","178.96","35199200","-2.97","183.32","191.55"
"MSFT","2025-02-21","406.03","27524800","-2.19","408.19","418.25"
"AAPL","2025-02-20","244.99","32316900","0.36","240.72","233.42"
"NVDA","2025-02-20","140.07","143903600","0.06","136.65","133.01"
"TSLA","2025-02-20","354.40","45965400","-1.97","349.41","386.21"
"GOOGL","2025-02-20","183.84","20441500","-0.13","184.12","192.08"
"META","2025-02-20","692.66","12587400","-0.35","715.66","667.06"
"AMZN","2025-02-20","222.88","30001700","-0.85","228.13","230.07"
"MSFT","2025-02-20","413.91","23508700","0.20","408.53","418.69"
"MSFT","2025-02-19","411.73","24114200","1.69","407.86","419.05"
"GOOGL","2025-02-19","184.55","19549400","0.65","184.39","192.49"
"META","2025-02-19","701.56","17535500","-0.05","718.87","664.91"
"TSLA","2025-02-19","360.56","67094400","1.85","348.88","388.10"
"AMZN","2025-02-19","226.63","28566700","0.49","229.59","230.22"
"AAPL","2025-02-19","244.04","32204200","0.09","238.13","233.38"
"NVDA","2025-02-19","139.19","167536000","-0.20","135.71","133.32"
"GOOGL","2025-02-18","183.05","29916700","-0.99","184.40","192.70"
"NVDA","2025-02-18","139.36","219176600","-1.32","134.37","133.49"
"AMZN","2025-02-18","226.65","42975100","-0.95","229.95","230.14"
"TSLA","2025-02-18","354.11","51631700","-0.25","349.04","389.76"
"MSFT","2025-02-18","406.64","21423100","0.40","407.15","419.34"
"AAPL","2025-02-18","243.64","48822500","0.13","235.64","233.32"
"META","2025-02-18","714.12","21938700","-2.67","720.40","661.62"
"META","2025-02-14","734.35","16901200","1.45","719.78","657.72"
"TSLA","2025-02-14","355.84","68277300","-1.33","351.92","390.60"
"GOOGL","2025-02-14","184.51","20448400","0.09","185.52","192.89"
"AMZN","2025-02-14","228.68","27031100","-0.23","231.69","229.93"
"NVDA","2025-02-14","138.81","195479600","1.74","132.84","133.45"
"MSFT","2025-02-14","405.44","22758500","0.16","408.02","419.63"
"AAPL","2025-02-14","243.77","40896200","1.39","234.00","233.29"
"MSFT","2025-02-13","407.53","23891700","0.87","408.71","420.07"
"AMZN","2025-02-13","230.37","31346500","0.66","232.76","229.62"
"TSLA","2025-02-13","355.94","89441500","3.17","355.11","392.20"
"AAPL","2025-02-13","240.71","53614100","1.95","232.24","233.48"
"META","2025-02-13","726.27","12569100","0.98","715.25","652.70"
"NVDA","2025-02-13","135.25","197430000","2.84","130.84","133.30"
"GOOGL","2025-02-13","185.41","21402500","0.99","186.38","193.03"
"AAPL","2025-02-12","236.06","45243300","2.45","230.96","233.82"
"NVDA","2025-02-12","131.10","160278600","0.86","128.46","133.38"
"META","2025-02-12","723.10","12016500","1.41","711.78","648.14"
"MSFT","2025-02-12","406.04","19121700","0.45","408.97","420.54"
"GOOGL","2025-02-12","182.89","22072600","0.21","189.26","193.19"
"TSLA","2025-02-12","336.51","105382700","1.99","360.29","394.25"
"AMZN","2025-02-12","228.93","32285200","-0.66","234.43","229.32"
"TSLA","2025-02-11","328.50","118543400","-5.00","367.03","397.42"
"NVDA","2025-02-11","132.76","178902400","0.17","126.40","133.57"
"AAPL","2025-02-11","231.83","53718400","1.94","229.66","234.43"
"MSFT","2025-02-11","408.43","18140600","0.44","409.24","421.25"
"META","2025-02-11","717.54","12998000","0.91","707.80","643.97"
"AMZN","2025-02-11","232.76","23713700","0.36","235.65","229.14"
"GOOGL","2025-02-11","184.60","21239500","0.16","191.77","193.50"
"MSFT","2025-02-10","409.20","20817900","-0.36","409.75","422.13"
"GOOGL","2025-02-10","185.74","23105600","-0.47","194.43","193.84"
"AMZN","2025-02-10","233.14","35419900","1.12","236.35","228.95"
"META","2025-02-10","715.15","12904300","-0.16","703.44","640.10"
"AAPL","2025-02-10","226.87","33115600","-0.84","230.11","235.30"
"TSLA","2025-02-10","350.73","77514900","-1.54","377.90","401.61"
"NVDA","2025-02-10","133.53","216989100","2.68","124.58","133.81"
"TSLA","2025-02-07","361.62","70298300","-2.32","384.98","405.32"
"MSFT","2025-02-07","406.75","22886800","-1.62","410.15","423.03"
"GOOGL","2025-02-07","184.62","49315000","-2.99","196.48","194.16"
"NVDA","2025-02-07","129.80","228186300","0.48","123.31","134.03"
"AAPL","2025-02-07","226.61","39707200","-2.14","231.48","236.31"
"AMZN","2025-02-07","229.15","77539300","-1.44","236.56","228.82"
"META","2025-02-07","712.27","16427100","-0.32","699.11","636.45"
"TSLA","2025-02-06","374.32","77918200","0.35","388.91","407.62"
"MSFT","2025-02-06","412.78","16309800","0.44","414.77","423.87"
"META","2025-02-06","709.75","13080700","0.87","693.69","632.64"
"GOOGL","2025-02-06","190.85","29297400","1.11","197.91","194.47"
"NVDA","2025-02-06","128.64","251483600","0.99","122.43","134.36"
"AMZN","2025-02-06","238.83","60897100","0.34","237.70","228.68"
"AAPL","2025-02-06","232.17","29925300","0.83","233.15","237.22"
"NVDA","2025-02-05","124.80","262230800","2.52","122.48","134.56"
"AAPL","2025-02-05","231.42","39620300","1.72","233.87","237.93"
"META","2025-02-05","702.65","17778200","0.19","688.33","628.43"
"TSLA","2025-02-05","378.17","57223300","-2.41","392.30","409.18"
"AMZN","2025-02-05","236.17","38727300","-0.36","237.60","228.22"
"MSFT","2025-02-05","410.26","16316700","0.23","419.22","424.56"
"GOOGL","2025-02-05","190.58","70373900","0.14","198.44","194.46"
"MSFT","2025-02-04","409.35","20532100","-0.08","422.23","425.35"
"META","2025-02-04","701.98","13826300","0.24","681.93","624.80"
"NVDA","2025-02-04","118.62","256550000","1.44","121.56","134.75"
"GOOGL","2025-02-04","205.57","43856400","1.47","198.51","194.37"
"AAPL","2025-02-04","231.75","45067300","2.44","233.50","238.51"
"TSLA","2025-02-04","392.21","57072200","2.50","395.02","411.11"
"AMZN","2025-02-04","242.06","29713800","1.28","237.49","227.79"
"GOOGL","2025-02-03","200.44","27838300","0.27","197.63","193.77"
"MSFT","2025-02-03","407.91","25679100","-0.17","426.73","426.17"
"AMZN","2025-02-03","237.42","37285900","1.44","236.46","227.07"
"AAPL","2025-02-03","226.98","73063300","-0.86","232.07","239.01"
"META","2025-02-03","695.27","21415700","3.19","673.85","621.24"
"NVDA","2025-02-03","116.63","371235700","1.66","124.98","135.10"
"TSLA","2025-02-03","383.68","93732100","-0.78","397.07","412.71"
"AMZN","2025-01-31","237.68","36110200","0.50","236.18","226.86"
"AAPL","2025-01-31","234.94","100959800","-4.53","231.46","239.86"
"MSFT","2025-01-31","412.02","34161900","-0.94","431.80","427.62"
"GOOGL","2025-01-31","203.22","32001100","1.00","197.17","193.58"
"TSLA","2025-01-31","404.60","83283600","0.76","401.17","415.92"
"META","2025-01-31","687.01","19303900","-0.26","665.16","618.65"
"NVDA","2025-01-31","120.04","388161100","-3.00","129.35","135.55"
"AMZN","2025-01-30","234.64","32020700","-1.05","235.79","226.70"
"TSLA","2025-01-30","400.28","98092900","-2.56","402.67","417.86"
"META","2025-01-30","684.84","29322900","-1.41","655.81","616.49"
"NVDA","2025-01-30","124.62","392925500","1.26","133.20","135.95"
"AAPL","2025-01-30","236.52","55658300","-0.45","229.72","240.36"
"GOOGL","2025-01-30","200.09","24354700","1.45","196.37","193.33"
"MSFT","2025-01-30","411.95","54586300","-0.90","436.22","428.82"
"AAPL","2025-01-29","238.28","45486100","2.24","227.60","240.71"
